PARAM_ID,STEP_ID,TEMPERATURE,PRESSURE,SPEED,DURATION,ADDITIONAL_PARAMS
PARAM-000350,STEP-000350,24.1,241.0,,69,{}
PARAM-000351,STEP-000351,23.7,,,38,{}
PARAM-000352,STEP-000352,32.0,,1066.5,141,{}
PARAM-000353,STEP-000353,1583.2,,8.6,164,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000354,STEP-000354,864.8,,,4136,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-000355,STEP-000355,73.3,40.8,,264,"{""coating_type"": ""powder"", ""thickness_mil"": 4.5}"
PARAM-000356,STEP-000356,24.2,50.8,,343,{}
PARAM-000357,STEP-000357,24.5,,,44,{}
PARAM-000358,STEP-000358,20.1,59.8,,243,{}
PARAM-000359,STEP-000359,23.9,249.5,,103,{}
PARAM-000360,STEP-000360,21.8,,,31,{}
PARAM-000361,STEP-000361,32.3,,1261.4,155,{}
PARAM-000362,STEP-000362,1785.1,,12.0,201,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000363,STEP-000363,885.6,,,3106,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-000364,STEP-000364,72.7,36.2,,183,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.5}"
PARAM-000365,STEP-000365,22.9,55.9,,340,{}
PARAM-000366,STEP-000366,22.4,,,52,{}
PARAM-000367,STEP-000367,21.3,59.8,,271,{}
PARAM-000368,STEP-000368,20.9,382.2,,97,{}
PARAM-000369,STEP-000369,23.2,,,46,{}
PARAM-000370,STEP-000370,31.3,,1058.5,148,{}
PARAM-000371,STEP-000371,1626.9,,10.0,157,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000372,STEP-000372,890.0,,,3040,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-000373,STEP-000373,69.3,48.7,,157,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.6}"
PARAM-000374,STEP-000374,21.2,95.7,,455,{}
PARAM-000375,STEP-000375,21.2,,,30,{}
PARAM-000376,STEP-000376,21.1,54.9,,324,{}
PARAM-000377,STEP-000377,22.1,351.8,,100,{}
PARAM-000378,STEP-000378,21.8,,,67,{}
PARAM-000379,STEP-000379,31.6,,1237.4,171,{}
PARAM-000380,STEP-000380,1622.6,,7.3,229,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000381,STEP-000381,875.8,,,3128,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-000382,STEP-000382,65.8,34.3,,202,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.0}"
PARAM-000383,STEP-000383,20.5,99.4,,211,{}
PARAM-000384,STEP-000384,21.6,,,42,{}
PARAM-000385,STEP-000385,22.2,91.0,,518,{}
PARAM-000386,STEP-000386,21.2,105.8,,71,{}
PARAM-000387,STEP-000387,23.4,,,41,{}
PARAM-000388,STEP-000388,30.9,,1068.7,111,{}
PARAM-000389,STEP-000389,1616.4,,6.2,93,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000390,STEP-000390,812.0,,,2714,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-000391,STEP-000391,71.8,43.5,,248,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.5}"
PARAM-000392,STEP-000392,22.5,70.6,,455,{}
PARAM-000393,STEP-000393,20.5,,,49,{}
PARAM-000394,STEP-000394,23.8,58.2,,578,{}
PARAM-000395,STEP-000395,20.8,433.6,,115,{}
PARAM-000396,STEP-000396,24.1,,,57,{}
PARAM-000397,STEP-000397,25.3,,890.5,169,{}
PARAM-000398,STEP-000398,1513.1,,8.7,261,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-000399,STEP-000399,896.5,,,3375,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-000400,STEP-000400,78.0,31.8,,151,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.1}"
PARAM-000401,STEP-000401,22.6,81.1,,258,{}
PARAM-000402,STEP-000402,23.8,,,52,{}
PARAM-000403,STEP-000403,25.0,96.0,,268,{}
PARAM-000404,STEP-000404,23.6,362.8,,100,{}
PARAM-000405,STEP-000405,21.0,,,52,{}
PARAM-000406,STEP-000406,28.1,,1214.3,176,{}
PARAM-000407,STEP-000407,1668.6,,13.2,278,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000408,STEP-000408,866.0,,,3322,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000409,STEP-000409,74.6,49.4,,166,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.6}"
PARAM-000410,STEP-000410,24.9,95.7,,206,{}
PARAM-000411,STEP-000411,22.2,,,60,{}
PARAM-000412,STEP-000412,21.1,79.3,,408,{}
PARAM-000413,STEP-000413,21.7,397.8,,114,{}
PARAM-000414,STEP-000414,22.1,,,53,{}
PARAM-000415,STEP-000415,25.9,,1228.0,40,{}
PARAM-000416,STEP-000416,1588.6,,10.5,150,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000417,STEP-000417,819.6,,,2779,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-000418,STEP-000418,78.5,43.2,,239,"{""coating_type"": ""powder"", ""thickness_mil"": 2.2}"
PARAM-000419,STEP-000419,24.2,58.9,,383,{}
PARAM-000420,STEP-000420,23.0,,,45,{}
PARAM-000421,STEP-000421,23.3,96.0,,566,{}
PARAM-000422,STEP-000422,24.1,277.9,,169,{}
PARAM-000423,STEP-000423,22.1,,,47,{}
PARAM-000424,STEP-000424,34.4,,1318.0,36,{}
PARAM-000425,STEP-000425,1555.8,,11.8,198,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000426,STEP-000426,816.0,,,2675,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-000427,STEP-000427,72.9,35.7,,295,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.5}"
PARAM-000428,STEP-000428,21.5,70.2,,438,{}
PARAM-000429,STEP-000429,24.5,,,58,{}
PARAM-000430,STEP-000430,23.6,87.8,,552,{}
PARAM-000431,STEP-000431,20.2,309.4,,159,{}
PARAM-000432,STEP-000432,23.2,,,35,{}
PARAM-000433,STEP-000433,33.9,,1327.0,156,{}
PARAM-000434,STEP-000434,1643.4,,12.9,88,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000435,STEP-000435,884.9,,,3703,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-000436,STEP-000436,61.1,44.0,,189,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.6}"
PARAM-000437,STEP-000437,22.6,94.6,,191,{}
PARAM-000438,STEP-000438,20.2,,,57,{}
PARAM-000439,STEP-000439,21.6,93.8,,554,{}
PARAM-000440,STEP-000440,22.2,387.1,,138,{}
PARAM-000441,STEP-000441,23.2,,,57,{}
PARAM-000442,STEP-000442,32.8,,1103.5,41,{}
PARAM-000443,STEP-000443,1528.8,,6.7,175,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-000444,STEP-000444,876.2,,,3148,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-000445,STEP-000445,75.4,40.2,,236,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.7}"
PARAM-000446,STEP-000446,20.6,83.2,,190,{}
PARAM-000447,STEP-000447,23.4,,,58,{}
PARAM-000448,STEP-000448,24.3,99.9,,512,{}
PARAM-000449,STEP-000449,22.4,417.7,,131,{}
PARAM-000450,STEP-000450,20.7,,,46,{}
PARAM-000451,STEP-000451,28.5,,965.7,112,{}
PARAM-000452,STEP-000452,1548.9,,8.5,141,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-000453,STEP-000453,864.0,,,3591,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-000454,STEP-000454,70.1,50.0,,136,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.5}"
PARAM-000455,STEP-000455,20.3,64.8,,259,{}
PARAM-000456,STEP-000456,23.4,,,30,{}
PARAM-000457,STEP-000457,21.1,61.2,,276,{}
PARAM-000458,STEP-000458,20.7,436.7,,77,{}
PARAM-000459,STEP-000459,20.4,,,41,{}
PARAM-000460,STEP-000460,25.6,,1336.6,168,{}
PARAM-000461,STEP-000461,1712.6,,7.8,297,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000462,STEP-000462,884.2,,,3473,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000463,STEP-000463,78.9,34.0,,221,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.5}"
PARAM-000464,STEP-000464,23.5,80.1,,401,{}
PARAM-000465,STEP-000465,21.5,,,50,{}
PARAM-000466,STEP-000466,24.0,59.8,,537,{}
PARAM-000467,STEP-000467,25.0,108.7,,157,{}
PARAM-000468,STEP-000468,24.2,,,76,{}
PARAM-000469,STEP-000469,31.1,,1157.3,178,{}
PARAM-000470,STEP-000470,1730.3,,6.1,161,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000471,STEP-000471,826.4,,,2694,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-000472,STEP-000472,67.9,49.9,,249,"{""coating_type"": ""powder"", ""thickness_mil"": 3.6}"
PARAM-000473,STEP-000473,20.3,67.7,,325,{}
PARAM-000474,STEP-000474,22.3,,,55,{}
PARAM-000475,STEP-000475,22.0,57.8,,270,{}
PARAM-000476,STEP-000476,20.8,306.9,,67,{}
PARAM-000477,STEP-000477,23.6,,,57,{}
PARAM-000478,STEP-000478,31.3,,1081.8,101,{}
PARAM-000479,STEP-000479,1786.0,,11.4,212,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000480,STEP-000480,879.0,,,3768,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000481,STEP-000481,72.4,35.7,,127,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.3}"
PARAM-000482,STEP-000482,22.5,58.7,,343,{}
PARAM-000483,STEP-000483,24.5,,,50,{}
PARAM-000484,STEP-000484,23.8,78.9,,492,{}
PARAM-000485,STEP-000485,21.8,426.3,,90,{}
PARAM-000486,STEP-000486,22.5,,,42,{}
PARAM-000487,STEP-000487,32.8,,1064.8,111,{}
PARAM-000488,STEP-000488,1691.4,,5.1,212,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000489,STEP-000489,871.3,,,3684,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000490,STEP-000490,65.6,42.6,,156,"{""coating_type"": ""powder"", ""thickness_mil"": 4.4}"
PARAM-000491,STEP-000491,24.6,97.1,,188,{}
PARAM-000492,STEP-000492,21.4,,,30,{}
PARAM-000493,STEP-000493,20.4,95.6,,283,{}
PARAM-000494,STEP-000494,22.7,487.2,,93,{}
PARAM-000495,STEP-000495,24.7,,,61,{}
PARAM-000496,STEP-000496,31.2,,887.6,55,{}
PARAM-000497,STEP-000497,1549.0,,7.6,239,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000498,STEP-000498,887.1,,,3249,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-000499,STEP-000499,76.8,31.9,,191,"{""coating_type"": ""powder"", ""thickness_mil"": 5.0}"
PARAM-000500,STEP-000500,20.6,62.6,,243,{}
PARAM-000501,STEP-000501,20.5,,,47,{}
PARAM-000502,STEP-000502,23.2,79.2,,559,{}
PARAM-000503,STEP-000503,23.1,447.8,,98,{}
PARAM-000504,STEP-000504,23.7,,,52,{}
PARAM-000505,STEP-000505,25.1,,1307.0,48,{}
PARAM-000506,STEP-000506,1538.1,,13.2,230,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-000507,STEP-000507,872.2,,,3665,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000508,STEP-000508,76.2,35.4,,259,"{""coating_type"": ""powder"", ""thickness_mil"": 3.8}"
PARAM-000509,STEP-000509,24.4,62.7,,363,{}
PARAM-000510,STEP-000510,23.0,,,44,{}
PARAM-000511,STEP-000511,22.4,53.8,,320,{}
PARAM-000512,STEP-000512,22.5,207.8,,121,{}
PARAM-000513,STEP-000513,23.1,,,84,{}
PARAM-000514,STEP-000514,25.6,,843.3,148,{}
PARAM-000515,STEP-000515,1576.7,,13.6,243,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000516,STEP-000516,877.1,,,3482,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000517,STEP-000517,77.5,31.1,,161,"{""coating_type"": ""powder"", ""thickness_mil"": 4.5}"
PARAM-000518,STEP-000518,22.8,60.7,,219,{}
PARAM-000519,STEP-000519,23.0,,,32,{}
PARAM-000520,STEP-000520,21.1,74.2,,333,{}
PARAM-000521,STEP-000521,20.7,470.4,,71,{}
PARAM-000522,STEP-000522,24.6,,,84,{}
PARAM-000523,STEP-000523,30.2,,1019.0,81,{}
PARAM-000524,STEP-000524,1525.2,,14.5,89,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-000525,STEP-000525,893.4,,,4140,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-000526,STEP-000526,78.3,31.2,,239,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.6}"
PARAM-000527,STEP-000527,23.3,94.2,,300,{}
PARAM-000528,STEP-000528,20.5,,,47,{}
PARAM-000529,STEP-000529,24.0,65.5,,372,{}
PARAM-000530,STEP-000530,21.8,245.0,,109,{}
PARAM-000531,STEP-000531,24.0,,,31,{}
PARAM-000532,STEP-000532,27.5,,864.8,47,{}
PARAM-000533,STEP-000533,1545.2,,8.4,144,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000534,STEP-000534,858.3,,,3067,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-000535,STEP-000535,72.9,47.2,,260,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.4}"
PARAM-000536,STEP-000536,21.3,73.2,,383,{}
PARAM-000537,STEP-000537,21.1,,,60,{}
PARAM-000538,STEP-000538,22.2,96.6,,573,{}
PARAM-000539,STEP-000539,21.6,456.6,,135,{}
PARAM-000540,STEP-000540,23.1,,,88,{}
PARAM-000541,STEP-000541,26.0,,1132.2,120,{}
PARAM-000542,STEP-000542,1735.5,,6.0,117,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""100% CO2""}"
PARAM-000543,STEP-000543,875.8,,,3117,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-000544,STEP-000544,74.6,36.8,,124,"{""coating_type"": ""epoxy"", ""thickness_mil"": 3.1}"
PARAM-000545,STEP-000545,23.6,91.9,,327,{}
PARAM-000546,STEP-000546,21.9,,,39,{}
PARAM-000547,STEP-000547,20.9,80.8,,520,{}
PARAM-000548,STEP-000548,23.6,448.6,,74,{}
PARAM-000549,STEP-000549,21.2,,,53,{}
PARAM-000550,STEP-000550,32.8,,1297.0,153,{}
PARAM-000551,STEP-000551,1771.1,,10.4,263,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000552,STEP-000552,857.0,,,4002,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-000553,STEP-000553,66.9,41.9,,171,"{""coating_type"": ""powder"", ""thickness_mil"": 3.6}"
PARAM-000554,STEP-000554,22.7,93.6,,409,{}
PARAM-000555,STEP-000555,21.6,,,37,{}
PARAM-000556,STEP-000556,21.5,89.2,,396,{}
PARAM-000557,STEP-000557,21.7,159.5,,107,{}
PARAM-000558,STEP-000558,24.2,,,68,{}
PARAM-000559,STEP-000559,32.5,,1445.7,124,{}
PARAM-000560,STEP-000560,1583.5,,12.5,213,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-000561,STEP-000561,896.3,,,4164,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000562,STEP-000562,62.9,36.7,,169,"{""coating_type"": ""powder"", ""thickness_mil"": 2.6}"
PARAM-000563,STEP-000563,21.6,55.2,,218,{}
PARAM-000564,STEP-000564,23.3,,,40,{}
PARAM-000565,STEP-000565,21.1,79.5,,467,{}
PARAM-000566,STEP-000566,21.0,166.5,,179,{}
PARAM-000567,STEP-000567,22.6,,,70,{}
PARAM-000568,STEP-000568,25.7,,1242.0,33,{}
PARAM-000569,STEP-000569,1799.9,,6.0,226,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000570,STEP-000570,877.3,,,3307,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-000571,STEP-000571,74.9,45.3,,223,"{""coating_type"": ""powder"", ""thickness_mil"": 3.5}"
PARAM-000572,STEP-000572,20.0,84.5,,361,{}
PARAM-000573,STEP-000573,22.5,,,32,{}
PARAM-000574,STEP-000574,20.9,71.4,,590,{}
PARAM-000575,STEP-000575,24.7,359.5,,119,{}
PARAM-000576,STEP-000576,20.2,,,36,{}
PARAM-000577,STEP-000577,31.7,,1429.0,149,{}
PARAM-000578,STEP-000578,1761.8,,9.9,121,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000579,STEP-000579,879.4,,,3516,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-000580,STEP-000580,68.5,41.4,,127,"{""coating_type"": ""powder"", ""thickness_mil"": 3.3}"
PARAM-000581,STEP-000581,23.6,70.1,,182,{}
PARAM-000582,STEP-000582,22.1,,,53,{}
PARAM-000583,STEP-000583,22.6,55.1,,381,{}
PARAM-000584,STEP-000584,24.5,421.0,,94,{}
PARAM-000585,STEP-000585,23.2,,,66,{}
PARAM-000586,STEP-000586,27.8,,899.5,45,{}
PARAM-000587,STEP-000587,1562.2,,14.0,111,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000588,STEP-000588,891.4,,,4106,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000589,STEP-000589,73.1,42.4,,227,"{""coating_type"": ""powder"", ""thickness_mil"": 2.8}"
PARAM-000590,STEP-000590,23.9,90.9,,299,{}
PARAM-000591,STEP-000591,24.1,,,47,{}
PARAM-000592,STEP-000592,24.3,72.2,,279,{}
PARAM-000593,STEP-000593,21.1,235.5,,180,{}
PARAM-000594,STEP-000594,24.7,,,63,{}
PARAM-000595,STEP-000595,29.6,,996.1,58,{}
PARAM-000596,STEP-000596,1574.6,,9.1,170,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000597,STEP-000597,873.6,,,3336,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-000598,STEP-000598,79.8,30.5,,170,"{""coating_type"": ""powder"", ""thickness_mil"": 4.9}"
PARAM-000599,STEP-000599,24.9,78.5,,462,{}
PARAM-000600,STEP-000600,24.7,,,48,{}
PARAM-000601,STEP-000601,20.5,97.2,,300,{}
PARAM-000602,STEP-000602,21.5,252.5,,112,{}
PARAM-000603,STEP-000603,25.0,,,44,{}
PARAM-000604,STEP-000604,31.8,,1172.0,97,{}
PARAM-000605,STEP-000605,1552.4,,7.6,253,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000606,STEP-000606,875.5,,,3128,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-000607,STEP-000607,70.1,43.0,,203,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 3.1}"
PARAM-000608,STEP-000608,24.0,74.7,,361,{}
PARAM-000609,STEP-000609,20.3,,,33,{}
PARAM-000610,STEP-000610,23.2,62.2,,248,{}
PARAM-000611,STEP-000611,22.0,487.3,,69,{}
PARAM-000612,STEP-000612,22.0,,,60,{}
PARAM-000613,STEP-000613,33.9,,1360.7,89,{}
PARAM-000614,STEP-000614,1535.0,,11.8,262,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""100% CO2""}"
PARAM-000615,STEP-000615,883.8,,,3702,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000616,STEP-000616,77.3,49.3,,287,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.3}"
PARAM-000617,STEP-000617,20.9,82.0,,264,{}
PARAM-000618,STEP-000618,21.2,,,51,{}
PARAM-000619,STEP-000619,23.3,81.4,,348,{}
PARAM-000620,STEP-000620,20.3,400.9,,159,{}
PARAM-000621,STEP-000621,24.3,,,80,{}
PARAM-000622,STEP-000622,31.0,,1090.5,130,{}
PARAM-000623,STEP-000623,1678.0,,7.6,116,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000624,STEP-000624,879.0,,,3709,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-000625,STEP-000625,77.6,31.2,,133,"{""coating_type"": ""epoxy"", ""thickness_mil"": 4.0}"
PARAM-000626,STEP-000626,22.8,57.3,,282,{}
PARAM-000627,STEP-000627,21.9,,,31,{}
PARAM-000628,STEP-000628,23.9,74.2,,532,{}
PARAM-000629,STEP-000629,20.3,496.7,,88,{}
PARAM-000630,STEP-000630,21.7,,,40,{}
PARAM-000631,STEP-000631,28.4,,931.7,126,{}
PARAM-000632,STEP-000632,1770.2,,14.0,267,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000633,STEP-000633,878.7,,,3161,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-000634,STEP-000634,77.6,41.3,,280,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 2.8}"
PARAM-000635,STEP-000635,20.5,77.9,,280,{}
PARAM-000636,STEP-000636,21.9,,,55,{}
PARAM-000637,STEP-000637,24.9,60.6,,399,{}
PARAM-000638,STEP-000638,22.9,263.1,,69,{}
PARAM-000639,STEP-000639,23.1,,,50,{}
PARAM-000640,STEP-000640,33.9,,837.2,52,{}
PARAM-000641,STEP-000641,1591.7,,12.6,297,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-000642,STEP-000642,878.6,,,4090,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""air""}"
PARAM-000643,STEP-000643,69.6,40.5,,191,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.4}"
PARAM-000644,STEP-000644,23.8,73.2,,364,{}
PARAM-000645,STEP-000645,21.1,,,51,{}
PARAM-000646,STEP-000646,23.9,96.5,,570,{}
PARAM-000647,STEP-000647,24.9,131.7,,83,{}
PARAM-000648,STEP-000648,24.4,,,78,{}
PARAM-000649,STEP-000649,33.1,,1119.0,98,{}
PARAM-000650,STEP-000650,1615.2,,13.5,210,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-000651,STEP-000651,875.7,,,3032,"{""atmosphere"": ""argon"", ""quench_medium"": ""water""}"
PARAM-000652,STEP-000652,71.5,46.3,,239,"{""coating_type"": ""powder"", ""thickness_mil"": 4.1}"
PARAM-000653,STEP-000653,20.6,73.6,,462,{}
PARAM-000654,STEP-000654,20.2,,,59,{}
PARAM-000655,STEP-000655,24.8,93.8,,373,{}
PARAM-000656,STEP-000656,20.3,363.3,,98,{}
PARAM-000657,STEP-000657,25.0,,,85,{}
PARAM-000658,STEP-000658,29.5,,1240.7,52,{}
PARAM-000659,STEP-000659,1724.8,,11.8,284,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000660,STEP-000660,858.3,,,3183,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""oil""}"
PARAM-000661,STEP-000661,79.2,48.7,,203,"{""coating_type"": ""powder"", ""thickness_mil"": 4.0}"
PARAM-000662,STEP-000662,23.7,58.7,,189,{}
PARAM-000663,STEP-000663,20.3,,,52,{}
PARAM-000664,STEP-000664,21.8,79.0,,375,{}
PARAM-000665,STEP-000665,20.3,321.1,,90,{}
PARAM-000666,STEP-000666,23.0,,,52,{}
PARAM-000667,STEP-000667,26.1,,917.6,85,{}
PARAM-000668,STEP-000668,1780.3,,10.2,299,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000669,STEP-000669,892.4,,,3939,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-000670,STEP-000670,69.0,49.4,,267,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 5.0}"
PARAM-000671,STEP-000671,21.7,91.0,,373,{}
PARAM-000672,STEP-000672,24.9,,,58,{}
PARAM-000673,STEP-000673,21.3,97.5,,326,{}
PARAM-000674,STEP-000674,23.2,454.7,,115,{}
PARAM-000675,STEP-000675,22.8,,,66,{}
PARAM-000676,STEP-000676,31.6,,954.0,62,{}
PARAM-000677,STEP-000677,1659.0,,10.1,297,"{""wire_type"": ""ER100S-G"", ""shielding_gas"": ""90/10 Ar/CO2""}"
PARAM-000678,STEP-000678,862.3,,,3549,"{""atmosphere"": ""nitrogen"", ""quench_medium"": ""water""}"
PARAM-000679,STEP-000679,66.8,38.8,,149,"{""coating_type"": ""epoxy"", ""thickness_mil"": 5.0}"
PARAM-000680,STEP-000680,23.6,72.8,,417,{}
PARAM-000681,STEP-000681,20.6,,,44,{}
PARAM-000682,STEP-000682,20.0,66.9,,352,{}
PARAM-000683,STEP-000683,23.0,456.4,,174,{}
PARAM-000684,STEP-000684,20.4,,,61,{}
PARAM-000685,STEP-000685,28.1,,1168.8,90,{}
PARAM-000686,STEP-000686,1733.4,,6.1,106,"{""wire_type"": ""ER70S-6"", ""shielding_gas"": ""100% CO2""}"
PARAM-000687,STEP-000687,867.6,,,3770,"{""atmosphere"": ""argon"", ""quench_medium"": ""oil""}"
PARAM-000688,STEP-000688,69.5,38.5,,289,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.2}"
PARAM-000689,STEP-000689,23.8,73.1,,363,{}
PARAM-000690,STEP-000690,20.7,,,45,{}
PARAM-000691,STEP-000691,24.0,89.1,,513,{}
PARAM-000692,STEP-000692,22.0,107.5,,104,{}
PARAM-000693,STEP-000693,23.2,,,74,{}
PARAM-000694,STEP-000694,27.4,,1387.6,81,{}
PARAM-000695,STEP-000695,1639.4,,14.1,264,"{""wire_type"": ""ER80S-D2"", ""shielding_gas"": ""75/25 Ar/CO2""}"
PARAM-000696,STEP-000696,863.9,,,3698,"{""atmosphere"": ""argon"", ""quench_medium"": ""air""}"
PARAM-000697,STEP-000697,67.9,33.2,,262,"{""coating_type"": ""polyurethane"", ""thickness_mil"": 4.3}"
PARAM-000698,STEP-000698,21.1,62.3,,228,{}
PARAM-000699,STEP-000699,20.9,,,57,{}
