WORK_ORDER_ID,PRODUCT_FAMILY,PRODUCT_SERIES,SERIAL_NUMBER,START_DATE,COMPLETION_DATE,STATUS
WO-00328,Excavator,Standard,EXC-S-46911,2024-05-09,2024-05-23,completed
WO-00329,Excavator,Standard,EXC-S-35426,2024-04-21,2024-05-05,completed
WO-00330,Excavator,HD-Series,EXC-H-78941,2024-02-25,2024-03-09,quality_hold
WO-00331,Excavator,Standard,EXC-S-31513,2025-01-17,2025-02-06,completed
WO-00332,Grader,Compact,GRA-C-83219,2022-12-17,2023-01-05,completed
WO-00333,Bulldozer,Standard,BUL-S-16259,2024-03-24,2024-04-09,completed
WO-00334,Grader,Compact,GRA-C-82974,2024-03-06,2024-03-15,completed
WO-00335,Excavator,HD-Series,EXC-H-34555,2021-06-12,2021-06-27,quality_hold
WO-00336,Grader,HD-Series,GRA-H-53732,2024-05-08,2024-05-24,completed
WO-00337,Loader,Standard,LOA-S-84287,2023-11-27,2023-12-09,completed
WO-00338,Bulldozer,HD-Series,BUL-H-93595,2024-03-27,2024-04-06,completed
WO-00339,Excavator,HD-Series,EXC-H-58067,2020-12-04,2020-12-24,completed
WO-00340,Loader,HD-Series,LOA-H-87456,2022-11-16,2022-11-28,completed
WO-00341,Loader,HD-Series,LOA-H-33966,2023-03-28,2023-04-14,completed
WO-00342,Grader,HD-Series,GRA-H-98391,2020-08-12,2020-08-19,completed
WO-00343,Loader,Standard,LOA-S-25338,2021-06-04,2021-06-19,completed
WO-00344,Grader,HD-Series,GRA-H-44274,2021-03-02,2021-03-21,quality_hold
WO-00345,Grader,HD-Series,GRA-H-92442,2024-12-07,2024-12-17,completed
WO-00346,Excavator,Standard,EXC-S-45226,2020-07-27,2020-08-11,completed
WO-00347,Loader,Standard,LOA-S-94144,2023-01-07,2023-01-19,completed
WO-00348,Grader,HD-Series,GRA-H-36999,2023-01-23,2023-02-05,completed
WO-00349,Bulldozer,Standard,BUL-S-95784,2020-09-27,2020-10-17,quality_hold
WO-00350,Excavator,HD-Series,EXC-H-12791,2023-08-10,2023-08-19,quality_hold
WO-00351,Loader,Standard,LOA-S-23207,2022-07-05,2022-07-20,completed
WO-00352,Bulldozer,Compact,BUL-C-29614,2023-09-02,2023-09-18,completed
WO-00353,Excavator,HD-Series,EXC-H-42981,2022-01-07,2022-01-15,completed
WO-00354,Bulldozer,HD-Series,BUL-H-37389,2023-03-31,2023-04-18,completed
WO-00355,Excavator,Standard,EXC-S-45692,2023-04-16,2023-05-03,completed
WO-00356,Loader,HD-Series,LOA-H-60932,2023-04-30,2023-05-16,quality_hold
WO-00357,Excavator,Compact,EXC-C-26119,2025-01-11,2025-01-18,completed
WO-00358,Loader,Compact,LOA-C-44925,2020-06-21,2020-07-10,completed
WO-00359,Grader,Compact,GRA-C-19278,2021-07-21,2021-07-29,completed
WO-00360,Grader,Compact,GRA-C-43278,2020-10-20,2020-10-31,completed
WO-00361,Grader,Standard,GRA-S-84456,2021-05-06,2021-05-11,completed
WO-00362,Excavator,Standard,EXC-S-74852,2024-10-17,2024-10-25,completed
WO-00363,Grader,Standard,GRA-S-40280,2023-01-05,2023-01-11,completed
WO-00364,Loader,Standard,LOA-S-68879,2021-04-19,2021-05-02,quality_hold
WO-00365,Loader,Standard,LOA-S-38958,2024-05-09,2024-05-15,completed
WO-00366,Grader,Compact,GRA-C-20516,2020-09-02,2020-09-22,quality_hold
WO-00367,Bulldozer,HD-Series,BUL-H-71751,2020-03-23,2020-04-09,completed
WO-00368,Bulldozer,Compact,BUL-C-57813,2024-12-07,2024-12-14,completed
WO-00369,Loader,Standard,LOA-S-13864,2023-12-19,2023-12-27,completed
WO-00370,Loader,Compact,LOA-C-77392,2022-01-26,2022-02-11,completed
WO-00371,Excavator,Standard,EXC-S-21140,2022-06-26,2022-07-05,completed
WO-00372,Excavator,HD-Series,EXC-H-14745,2024-04-10,2024-04-24,completed
WO-00373,Grader,Standard,GRA-S-53615,2024-03-17,2024-04-04,completed
WO-00374,Loader,Compact,LOA-C-22851,2020-01-28,2020-02-08,completed
WO-00375,Grader,Standard,GRA-S-86130,2025-01-09,2025-01-15,completed
WO-00376,Grader,HD-Series,GRA-H-54783,2022-03-15,2022-04-02,completed
WO-00377,Bulldozer,HD-Series,BUL-H-43037,2024-12-21,2024-12-30,completed
WO-00378,Bulldozer,HD-Series,BUL-H-99382,2021-02-20,2021-02-27,completed
WO-00379,Excavator,HD-Series,EXC-H-62064,2020-11-24,2020-12-10,completed
WO-00380,Bulldozer,Standard,BUL-S-72042,2025-01-17,2025-01-29,quality_hold
WO-00381,Grader,Standard,GRA-S-43170,2022-10-13,2022-10-28,completed
WO-00382,Excavator,HD-Series,EXC-H-29114,2021-04-29,2021-05-04,completed
WO-00383,Bulldozer,HD-Series,BUL-H-73596,2023-06-14,2023-06-23,completed
WO-00384,Grader,Compact,GRA-C-32488,2024-10-28,2024-11-15,completed
WO-00385,Grader,Compact,GRA-C-56463,2022-09-15,2022-09-30,completed
WO-00386,Grader,HD-Series,GRA-H-76124,2020-01-26,2020-02-10,completed
WO-00387,Excavator,HD-Series,EXC-H-89432,2022-03-19,2022-03-30,completed
WO-00388,Loader,Compact,LOA-C-14409,2022-03-24,2022-04-06,quality_hold
WO-00389,Loader,Standard,LOA-S-85073,2022-11-23,2022-12-06,completed
WO-00390,Excavator,HD-Series,EXC-H-88255,2021-07-20,2021-08-04,quality_hold
WO-00391,Grader,Standard,GRA-S-93728,2020-07-23,2020-08-12,completed
WO-00392,Grader,Compact,GRA-C-35000,2023-01-02,2023-01-12,completed
WO-00393,Excavator,Compact,EXC-C-84614,2022-06-27,2022-07-02,completed
WO-00394,Grader,Standard,GRA-S-53750,2021-11-26,2021-12-01,completed
WO-00395,Excavator,HD-Series,EXC-H-85785,2023-10-02,2023-10-21,completed
WO-00396,Loader,Standard,LOA-S-53850,2022-02-09,2022-02-17,completed
WO-00397,Bulldozer,Standard,BUL-S-86659,2022-11-28,2022-12-04,completed
WO-00398,Bulldozer,Compact,BUL-C-84529,2023-11-30,2023-12-13,completed
WO-00399,Loader,Compact,LOA-C-17968,2023-05-07,2023-05-15,completed
WO-00400,Excavator,Compact,EXC-C-16077,2024-05-03,2024-05-11,quality_hold
WO-00401,Grader,Compact,GRA-C-87015,2023-10-14,2023-10-24,completed
WO-00402,Grader,Standard,GRA-S-14204,2021-10-30,2021-11-13,completed
WO-00403,Excavator,Compact,EXC-C-42571,2024-05-14,2024-05-25,completed
WO-00404,Loader,Standard,LOA-S-82839,2022-03-09,2022-03-15,completed
WO-00405,Loader,Compact,LOA-C-36471,2022-07-07,2022-07-17,quality_hold
WO-00406,Bulldozer,HD-Series,BUL-H-62920,2024-05-16,2024-05-31,completed
WO-00407,Bulldozer,HD-Series,BUL-H-28111,2023-10-29,2023-11-16,completed
WO-00408,Loader,Compact,LOA-C-38489,2023-09-20,2023-10-07,completed
WO-00409,Bulldozer,Compact,BUL-C-11572,2020-04-04,2020-04-09,completed
WO-00410,Excavator,HD-Series,EXC-H-82291,2023-03-02,2023-03-18,completed
WO-00411,Excavator,HD-Series,EXC-H-20798,2021-12-25,2022-01-02,completed
WO-00412,Loader,Compact,LOA-C-23317,2024-03-27,2024-04-07,quality_hold
WO-00413,Grader,Standard,GRA-S-16307,2024-03-18,2024-03-30,quality_hold
WO-00414,Grader,Compact,GRA-C-91731,2023-07-02,2023-07-14,completed
WO-00415,Grader,HD-Series,GRA-H-49309,2023-12-03,2023-12-09,completed
WO-00416,Bulldozer,Compact,BUL-C-84467,2024-12-25,2025-01-02,quality_hold
WO-00417,Bulldozer,Standard,BUL-S-41178,2023-04-25,2023-05-01,completed
WO-00418,Grader,Compact,GRA-C-90259,2022-01-31,2022-02-18,completed
WO-00419,Bulldozer,Compact,BUL-C-94073,2022-10-21,2022-11-04,completed
WO-00420,Bulldozer,HD-Series,BUL-H-38622,2020-08-18,2020-09-07,completed
WO-00421,Bulldozer,Standard,BUL-S-77243,2024-09-20,2024-10-06,completed
WO-00422,Bulldozer,Standard,BUL-S-86531,2021-09-03,2021-09-18,completed
WO-00423,Excavator,Standard,EXC-S-42192,2024-01-17,2024-01-25,completed
WO-00424,Loader,Standard,LOA-S-65176,2021-01-03,2021-01-16,completed
WO-00425,Loader,Compact,LOA-C-33693,2024-12-29,2025-01-10,quality_hold
WO-00426,Excavator,Standard,EXC-S-99384,2023-02-19,2023-03-10,completed
WO-00427,Bulldozer,Standard,BUL-S-26116,2023-09-19,2023-10-02,completed
WO-00428,Grader,Standard,GRA-S-19659,2024-04-24,2024-05-13,completed
WO-00429,Bulldozer,HD-Series,BUL-H-54995,2022-12-17,2023-01-06,quality_hold
WO-00430,Grader,Compact,GRA-C-72187,2021-01-11,2021-01-26,completed
WO-00431,Loader,Standard,LOA-S-64375,2020-07-28,2020-08-05,completed
WO-00432,Grader,Compact,GRA-C-18857,2023-05-12,2023-05-29,completed
WO-00433,Bulldozer,Standard,BUL-S-12777,2024-01-31,2024-02-18,completed
WO-00434,Bulldozer,Compact,BUL-C-85705,2021-02-07,2021-02-19,quality_hold
WO-00435,Excavator,Compact,EXC-C-55246,2020-01-26,2020-02-14,completed
WO-00436,Bulldozer,Standard,BUL-S-22693,2024-02-13,2024-02-25,completed
WO-00437,Grader,Standard,GRA-S-26720,2021-07-12,2021-07-29,quality_hold
WO-00438,Excavator,HD-Series,EXC-H-37920,2023-06-03,2023-06-15,completed
WO-00439,Loader,Standard,LOA-S-63786,2020-09-05,2020-09-13,completed
WO-00440,Grader,HD-Series,GRA-H-60701,2020-07-03,2020-07-20,quality_hold
WO-00441,Excavator,Compact,EXC-C-55033,2024-01-29,2024-02-10,completed
WO-00442,Grader,Standard,GRA-S-24911,2024-07-22,2024-07-29,quality_hold
WO-00443,Grader,Compact,GRA-C-75993,2020-12-28,2021-01-05,completed
WO-00444,Excavator,Compact,EXC-C-76583,2022-04-27,2022-05-03,quality_hold
WO-00445,Grader,HD-Series,GRA-H-55304,2022-01-20,2022-02-01,completed
WO-00446,Grader,Compact,GRA-C-78038,2022-06-05,2022-06-16,completed
WO-00447,Bulldozer,HD-Series,BUL-H-98998,2022-08-17,2022-08-26,completed
WO-00448,Grader,Compact,GRA-C-38457,2021-12-21,2021-12-27,completed
WO-00449,Bulldozer,Compact,BUL-C-94342,2023-03-07,2023-03-13,completed
WO-00450,Loader,Standard,LOA-S-53732,2020-12-12,2020-12-27,completed
WO-00451,Bulldozer,Compact,BUL-C-81611,2022-09-23,2022-10-07,quality_hold
WO-00452,Grader,HD-Series,GRA-H-15660,2023-05-29,2023-06-17,completed
WO-00453,Loader,Standard,LOA-S-31013,2024-07-23,2024-07-29,completed
WO-00454,Bulldozer,HD-Series,BUL-H-32459,2023-10-03,2023-10-09,completed
WO-00455,Grader,Standard,GRA-S-45267,2024-01-02,2024-01-11,completed
WO-00456,Loader,HD-Series,LOA-H-76591,2023-09-03,2023-09-11,completed
WO-00457,Grader,Compact,GRA-C-78720,2021-11-10,2021-11-19,completed
WO-00458,Grader,HD-Series,GRA-H-43335,2024-05-12,2024-05-20,quality_hold
WO-00459,Excavator,HD-Series,EXC-H-82996,2023-04-28,2023-05-15,completed
WO-00460,Excavator,HD-Series,EXC-H-23168,2023-09-17,2023-10-02,completed
WO-00461,Excavator,Compact,EXC-C-98249,2020-08-10,2020-08-23,completed
WO-00462,Bulldozer,Compact,BUL-C-46465,2021-01-27,2021-02-14,completed
WO-00463,Bulldozer,Standard,BUL-S-77909,2022-10-04,2022-10-19,quality_hold
WO-00464,Loader,Standard,LOA-S-92721,2023-06-17,2023-06-25,completed
WO-00465,Bulldozer,Compact,BUL-C-24133,2022-01-17,2022-01-26,completed
WO-00466,Grader,Standard,GRA-S-89671,2024-08-11,2024-08-17,completed
WO-00467,Bulldozer,Compact,BUL-C-68246,2024-04-21,2024-04-29,completed
WO-00468,Grader,HD-Series,GRA-H-16809,2021-10-12,2021-10-18,completed
WO-00469,Loader,Standard,LOA-S-30007,2021-03-18,2021-03-28,completed
WO-00470,Bulldozer,HD-Series,BUL-H-77400,2020-11-25,2020-12-05,completed
WO-00471,Grader,Standard,GRA-S-54218,2020-10-29,2020-11-06,completed
WO-00472,Bulldozer,HD-Series,BUL-H-79160,2020-04-28,2020-05-12,completed
WO-00473,Excavator,HD-Series,EXC-H-54613,2024-04-21,2024-05-10,completed
WO-00474,Bulldozer,Standard,BUL-S-60513,2023-12-11,2023-12-19,quality_hold
WO-00475,Loader,Standard,LOA-S-60538,2022-08-05,2022-08-25,completed
WO-00476,Grader,HD-Series,GRA-H-53113,2020-07-03,2020-07-23,quality_hold
WO-00477,Loader,Standard,LOA-S-60088,2024-10-05,2024-10-10,completed
WO-00478,Grader,HD-Series,GRA-H-50074,2023-01-17,2023-01-30,completed
WO-00479,Bulldozer,Standard,BUL-S-14773,2023-10-03,2023-10-23,completed
WO-00480,Excavator,Standard,EXC-S-39217,2022-03-24,2022-04-13,completed
WO-00481,Excavator,Standard,EXC-S-36653,2021-11-25,2021-12-08,completed
WO-00482,Excavator,Standard,EXC-S-46661,2020-05-22,2020-06-03,quality_hold
WO-00483,Grader,HD-Series,GRA-H-74625,2021-01-18,2021-01-27,completed
WO-00484,Loader,HD-Series,LOA-H-25356,2020-11-07,2020-11-21,completed
WO-00485,Loader,Compact,LOA-C-12499,2022-12-22,2023-01-04,completed
WO-00486,Excavator,HD-Series,EXC-H-69264,2023-10-28,2023-11-02,completed
WO-00487,Bulldozer,Compact,BUL-C-24658,2022-11-04,2022-11-10,quality_hold
WO-00488,Loader,HD-Series,LOA-H-68926,2022-05-29,2022-06-10,quality_hold
WO-00489,Grader,Standard,GRA-S-51574,2025-01-10,2025-01-20,completed
WO-00490,Bulldozer,Standard,BUL-S-50071,2021-07-23,2021-07-30,completed
WO-00491,Loader,Compact,LOA-C-43387,2024-12-30,2025-01-06,completed
WO-00492,Excavator,Standard,EXC-S-63430,2021-07-19,2021-07-24,completed
WO-00493,Grader,Compact,GRA-C-67846,2023-09-14,2023-09-28,completed
WO-00494,Bulldozer,Standard,BUL-S-54472,2022-11-28,2022-12-15,completed
WO-00495,Excavator,HD-Series,EXC-H-52765,2020-02-28,2020-03-10,completed
WO-00496,Bulldozer,Standard,BUL-S-13590,2024-08-01,2024-08-18,completed
WO-00497,Bulldozer,Standard,BUL-S-83074,2021-01-25,2021-02-10,quality_hold
WO-00498,Grader,HD-Series,GRA-H-91732,2023-01-17,2023-02-03,completed
WO-00499,Excavator,Standard,EXC-S-64763,2020-06-12,2020-06-17,quality_hold
WO-00500,Loader,HD-Series,LOA-H-42065,2022-08-24,2022-09-12,quality_hold
WO-00501,Grader,Compact,GRA-C-21107,2021-03-21,2021-04-03,completed
WO-00502,Grader,Standard,GRA-S-48340,2022-12-15,2022-12-27,completed
WO-00503,Grader,Standard,GRA-S-23564,2020-01-29,2020-02-17,completed
WO-00504,Excavator,Standard,EXC-S-98179,2021-11-16,2021-11-25,quality_hold
WO-00505,Grader,HD-Series,GRA-H-83585,2022-07-24,2022-08-05,completed
WO-00506,Loader,Compact,LOA-C-19485,2021-02-18,2021-03-04,completed
WO-00507,Loader,Compact,LOA-C-56322,2025-01-13,2025-01-18,completed
WO-00508,Bulldozer,Compact,BUL-C-68027,2022-03-03,2022-03-19,quality_hold
WO-00509,Bulldozer,HD-Series,BUL-H-28869,2022-03-28,2022-04-14,completed
WO-00510,Excavator,Standard,EXC-S-46899,2020-05-24,2020-06-02,completed
WO-00511,Excavator,Standard,EXC-S-61984,2024-08-10,2024-08-20,completed
WO-00512,Loader,HD-Series,LOA-H-84081,2021-05-11,2021-05-23,completed
WO-00513,Bulldozer,Standard,BUL-S-57479,2021-06-06,2021-06-25,completed
WO-00514,Loader,Standard,LOA-S-95950,2021-12-30,2022-01-15,completed
WO-00515,Loader,Standard,LOA-S-70779,2022-12-01,2022-12-18,completed
WO-00516,Excavator,Standard,EXC-S-35651,2023-06-10,2023-06-22,completed
WO-00517,Bulldozer,Standard,BUL-S-58531,2023-10-23,2023-11-10,quality_hold
WO-00518,Excavator,HD-Series,EXC-H-75142,2021-04-10,2021-04-20,completed
WO-00519,Loader,Compact,LOA-C-67340,2023-06-28,2023-07-13,quality_hold
WO-00520,Bulldozer,Standard,BUL-S-38018,2021-07-26,2021-08-04,completed
WO-00521,Excavator,HD-Series,EXC-H-58500,2024-03-16,2024-03-31,completed
WO-00522,Loader,Standard,LOA-S-79375,2024-09-10,2024-09-22,completed
WO-00523,Loader,Compact,LOA-C-19659,2022-05-01,2022-05-18,completed
WO-00524,Loader,HD-Series,LOA-H-56943,2023-11-30,2023-12-13,completed
WO-00525,Grader,Compact,GRA-C-13264,2023-10-22,2023-11-06,completed
WO-00526,Grader,HD-Series,GRA-H-18074,2023-10-14,2023-10-19,completed
WO-00527,Excavator,Standard,EXC-S-84919,2023-01-17,2023-01-25,completed
WO-00528,Excavator,HD-Series,EXC-H-83263,2020-12-30,2021-01-14,quality_hold
WO-00529,Loader,Compact,LOA-C-80100,2024-10-22,2024-10-28,completed
WO-00530,Excavator,Standard,EXC-S-99718,2022-06-29,2022-07-06,completed
WO-00531,Grader,HD-Series,GRA-H-83471,2023-05-02,2023-05-08,completed
WO-00532,Bulldozer,HD-Series,BUL-H-46026,2022-04-28,2022-05-10,completed
WO-00533,Loader,HD-Series,LOA-H-17969,2020-12-22,2021-01-03,completed
WO-00534,Loader,Standard,LOA-S-40153,2022-05-22,2022-06-02,quality_hold
WO-00535,Grader,Compact,GRA-C-16732,2020-08-15,2020-09-02,completed
WO-00536,Loader,Standard,LOA-S-97322,2022-07-25,2022-08-07,completed
WO-00537,Excavator,HD-Series,EXC-H-71370,2023-02-21,2023-03-03,completed
WO-00538,Excavator,Standard,EXC-S-13416,2024-04-19,2024-05-05,completed
WO-00539,Loader,Standard,LOA-S-21875,2022-01-09,2022-01-24,completed
WO-00540,Excavator,Standard,EXC-S-16250,2024-01-25,2024-02-05,quality_hold
WO-00541,Loader,Standard,LOA-S-38139,2023-07-11,2023-07-22,completed
WO-00542,Grader,Standard,GRA-S-42943,2021-01-02,2021-01-20,completed
WO-00543,Bulldozer,Standard,BUL-S-23818,2024-08-06,2024-08-12,completed
WO-00544,Bulldozer,Standard,BUL-S-46903,2022-01-25,2022-02-02,completed
WO-00545,Grader,Standard,GRA-S-39146,2023-02-12,2023-02-23,completed
WO-00546,Grader,HD-Series,GRA-H-68422,2025-01-14,2025-01-20,completed
WO-00547,Loader,Compact,LOA-C-99397,2024-02-17,2024-02-22,quality_hold
WO-00548,Bulldozer,HD-Series,BUL-H-27923,2020-02-22,2020-03-08,completed
WO-00549,Bulldozer,Standard,BUL-S-75273,2023-03-09,2023-03-23,completed
WO-00550,Excavator,Standard,EXC-S-68282,2020-03-30,2020-04-08,completed
WO-00551,Grader,Compact,GRA-C-80826,2023-06-07,2023-06-25,completed
WO-00552,Grader,Compact,GRA-C-66858,2020-09-16,2020-09-24,completed
WO-00553,Excavator,Standard,EXC-S-76813,2021-10-01,2021-10-12,quality_hold
WO-00554,Grader,HD-Series,GRA-H-94478,2021-11-25,2021-12-06,completed
WO-00555,Grader,HD-Series,GRA-H-68512,2021-03-30,2021-04-05,completed
WO-00556,Grader,Standard,GRA-S-69625,2022-08-25,2022-09-10,completed
WO-00557,Excavator,Compact,EXC-C-98482,2024-11-21,2024-12-01,quality_hold
WO-00558,Excavator,Standard,EXC-S-42712,2020-06-15,2020-06-27,quality_hold
WO-00559,Grader,Standard,GRA-S-73955,2022-07-22,2022-08-01,completed
WO-00560,Grader,Compact,GRA-C-30849,2024-12-13,2024-12-22,completed
WO-00561,Loader,HD-Series,LOA-H-59196,2021-07-20,2021-08-03,completed
WO-00562,Grader,Compact,GRA-C-59706,2021-02-18,2021-02-27,completed
WO-00563,Excavator,Compact,EXC-C-84553,2022-09-28,2022-10-15,completed
WO-00564,Loader,Standard,LOA-S-47754,2020-01-21,2020-01-31,completed
WO-00565,Bulldozer,Compact,BUL-C-45410,2023-07-09,2023-07-22,quality_hold
WO-00566,Grader,HD-Series,GRA-H-80047,2023-11-27,2023-12-10,completed
WO-00567,Grader,Standard,GRA-S-75168,2025-01-13,2025-01-30,completed
WO-00568,Grader,Compact,GRA-C-76892,2023-10-06,2023-10-20,completed
WO-00569,Grader,HD-Series,GRA-H-12547,2023-09-06,2023-09-18,quality_hold
WO-00570,Excavator,Compact,EXC-C-51838,2020-06-29,2020-07-14,completed
WO-00571,Grader,Compact,GRA-C-36380,2021-09-07,2021-09-13,completed
WO-00572,Bulldozer,Compact,BUL-C-66048,2022-03-10,2022-03-20,completed
WO-00573,Excavator,Compact,EXC-C-51817,2022-01-06,2022-01-21,completed
WO-00574,Bulldozer,Compact,BUL-C-28113,2022-02-03,2022-02-22,completed
WO-00575,Excavator,HD-Series,EXC-H-91365,2020-03-25,2020-04-09,completed
WO-00576,Excavator,HD-Series,EXC-H-68686,2020-10-26,2020-11-12,completed
WO-00577,Grader,Compact,GRA-C-82329,2022-08-15,2022-09-03,completed
WO-00578,Grader,HD-Series,GRA-H-25953,2022-08-04,2022-08-16,completed
WO-00579,Excavator,Standard,EXC-S-87450,2021-07-10,2021-07-30,completed
WO-00580,Grader,Standard,GRA-S-30261,2021-11-09,2021-11-14,completed
WO-00581,Grader,HD-Series,GRA-H-69309,2020-05-23,2020-06-07,completed
WO-00582,Excavator,Standard,EXC-S-91545,2021-06-13,2021-06-21,completed
WO-00583,Bulldozer,Standard,BUL-S-66678,2022-02-26,2022-03-07,completed
WO-00584,Grader,Standard,GRA-S-66395,2023-03-02,2023-03-17,quality_hold
WO-00585,Excavator,HD-Series,EXC-H-59498,2023-08-27,2023-09-07,completed
WO-00586,Bulldozer,HD-Series,BUL-H-58473,2023-11-12,2023-11-29,completed
WO-00587,Excavator,Compact,EXC-C-24291,2024-09-27,2024-10-03,completed
WO-00588,Grader,Standard,GRA-S-79706,2024-06-11,2024-07-01,completed
WO-00589,Excavator,Standard,EXC-S-45831,2022-09-18,2022-10-06,completed
WO-00590,Grader,Standard,GRA-S-56803,2022-04-05,2022-04-24,completed
WO-00591,Bulldozer,HD-Series,BUL-H-12704,2023-12-01,2023-12-17,completed
WO-00592,Excavator,Standard,EXC-S-96200,2023-07-01,2023-07-20,completed
WO-00593,Bulldozer,Compact,BUL-C-24045,2024-03-04,2024-03-24,completed
WO-00594,Loader,Compact,LOA-C-77344,2024-07-16,2024-07-26,completed
WO-00595,Bulldozer,HD-Series,BUL-H-12989,2020-11-18,2020-11-23,completed
WO-00596,Grader,HD-Series,GRA-H-78061,2021-09-26,2021-10-03,completed
WO-00597,Bulldozer,Compact,BUL-C-52899,2021-03-13,2021-03-19,completed
WO-00598,Bulldozer,HD-Series,BUL-H-84179,2023-01-25,2023-02-05,completed
WO-00599,Grader,Standard,GRA-S-12873,2024-11-30,2024-12-06,quality_hold
WO-00600,Grader,Compact,GRA-C-81588,2021-11-08,2021-11-28,completed
WO-00601,Grader,Standard,GRA-S-51414,2021-08-09,2021-08-17,completed
WO-00602,Bulldozer,Standard,BUL-S-36892,2023-07-15,2023-07-28,completed
WO-00603,Excavator,HD-Series,EXC-H-64938,2024-01-20,2024-02-07,quality_hold
WO-00604,Loader,Compact,LOA-C-37766,2021-01-23,2021-02-12,completed
WO-00605,Grader,Standard,GRA-S-68754,2024-03-01,2024-03-13,completed
WO-00606,Grader,Standard,GRA-S-64801,2021-08-14,2021-08-29,completed
WO-00607,Bulldozer,Compact,BUL-C-93726,2021-10-05,2021-10-10,completed
WO-00608,Grader,HD-Series,GRA-H-67827,2023-05-09,2023-05-21,completed
WO-00609,Grader,Compact,GRA-C-17507,2020-11-29,2020-12-19,quality_hold
WO-00610,Bulldozer,HD-Series,BUL-H-59875,2021-02-08,2021-02-15,completed
WO-00611,Bulldozer,Standard,BUL-S-49043,2021-09-02,2021-09-14,completed
WO-00612,Bulldozer,HD-Series,BUL-H-92988,2022-06-25,2022-07-03,completed
WO-00613,Grader,HD-Series,GRA-H-29840,2020-07-15,2020-08-02,completed
WO-00614,Excavator,Standard,EXC-S-76917,2024-06-03,2024-06-16,completed
WO-00615,Excavator,Standard,EXC-S-15791,2023-11-26,2023-12-06,completed
WO-00616,Grader,Standard,GRA-S-72929,2024-02-09,2024-02-25,completed
WO-00617,Loader,Standard,LOA-S-50989,2022-04-30,2022-05-10,completed
WO-00618,Bulldozer,Compact,BUL-C-51494,2021-04-15,2021-04-23,completed
WO-00619,Loader,Compact,LOA-C-24444,2021-03-30,2021-04-05,completed
WO-00620,Grader,Compact,GRA-C-22653,2022-03-09,2022-03-25,completed
WO-00621,Bulldozer,Standard,BUL-S-44636,2024-02-29,2024-03-16,quality_hold
WO-00622,Excavator,Standard,EXC-S-81785,2024-08-11,2024-08-25,completed
WO-00623,Grader,Compact,GRA-C-24312,2020-05-02,2020-05-08,completed
WO-00624,Grader,Standard,GRA-S-37768,2020-09-07,2020-09-20,completed
